text,intent,domain,intent_name,domain_name
can you show me how to set up my paycheck to be direct deposit to my first hawaiian bank account,105,7,direct_deposit,work
how do i set up direct deposit to my bank of hawaii account,105,7,direct_deposit,work
help me set up a direct deposit,105,7,direct_deposit,work
how is a direct deposit set up,105,7,direct_deposit,work
how would i go about setting up a direct deposit,105,7,direct_deposit,work
i need to set up a direct deposit,105,7,direct_deposit,work
tell me how to set up a direct deposit,105,7,direct_deposit,work
onpay gives you two convenient ways to pay your employees,105,7,direct_deposit,work
can you help me set up direct deposit,105,7,direct_deposit,work
i need some guidance when it comes to direct deposit,105,7,direct_deposit,work
i want to switch to direct deposit,105,7,direct_deposit,work
how can i set up direct deposit,105,7,direct_deposit,work
what are the steps to direct deposit my check,105,7,direct_deposit,work
is there a specific way to set up direct deposit,105,7,direct_deposit,work
how do i arrange a direct deposit into my savings account,105,7,direct_deposit,work
how do you set up direct deposit,105,7,direct_deposit,work
"can you teach me how to set up direct deposit , or show me who can",105,7,direct_deposit,work
can you show me how to set up direct deposit,105,7,direct_deposit,work
"if i would like to set up direct deposit , how do i do it",105,7,direct_deposit,work
direct deposit instructions,105,7,direct_deposit,work
help setting up direct deposit,105,7,direct_deposit,work
please help me set up direct deposit,105,7,direct_deposit,work
what are the steps for setting up direct deposit,105,7,direct_deposit,work
how does one go about setting up direct deposit,105,7,direct_deposit,work
how to set up direct deposit for paychecks,105,7,direct_deposit,work
what 's needed to direct deposit my paycheck,105,7,direct_deposit,work
what is required to direct deposit my paycheck,105,7,direct_deposit,work
how to direct deposit my paycheck,105,7,direct_deposit,work
i need to get my paycheck direct deposited to my chase account,105,7,direct_deposit,work
i 'd like to have my paycheck direct deposited to my chase account,105,7,direct_deposit,work
what are the steps to set up direct deposit to my chase account,105,7,direct_deposit,work
how do i get my paycheck direct deposited to my chase account,105,7,direct_deposit,work
how do i set up direct deposit to my chase account,105,7,direct_deposit,work
what do i do to enable direct deposit,105,7,direct_deposit,work
can i get paychecks directly deposited to my bank of america account,105,7,direct_deposit,work
i have a great western bank account i want direct deposits to go to,105,7,direct_deposit,work
i 'd like my paychecks direct deposited in my navyfed checking account,105,7,direct_deposit,work
can you walk me through setting up direct deposits to my bank of internet savings account,105,7,direct_deposit,work
how do i get paychecks put directly in my sunflower savings account,105,7,direct_deposit,work
let me set up direct deposit for this,105,7,direct_deposit,work
i want to know my interest rate,7,0,interest_rate,banking
tell me my interest rate,7,0,interest_rate,banking
what interest rate am i paying,7,0,interest_rate,banking
my interest rate please,7,0,interest_rate,banking
how do i know the interest rate for my signature account,7,0,interest_rate,banking
how can i figure out my interest rate for my umpqua account,7,0,interest_rate,banking
how can i find my interest rate for my alliance account,7,0,interest_rate,banking
how can i figure out the interest rate for my columbia account,7,0,interest_rate,banking
how can i find the interest rate for my red river account,7,0,interest_rate,banking
what is the rate of interest on my savings account,7,0,interest_rate,banking
how much interest am i getting on my savings,7,0,interest_rate,banking
check the interest rate on my savings account,7,0,interest_rate,banking
tell me my current savings account 's interest rate,7,0,interest_rate,banking
what 's the interest rate on my savings,7,0,interest_rate,banking
what is my interest rate payment,7,0,interest_rate,banking
how do i figure out my intetest rate,7,0,interest_rate,banking
how to calculate my interest rate,7,0,interest_rate,banking
what is my intetest rate,7,0,interest_rate,banking
i must find the interest rate for my checking account,7,0,interest_rate,banking
i gotta find the interest rate for my checking account,7,0,interest_rate,banking
i would love to know the interest rate on my bank of america cd account,7,0,interest_rate,banking
i need to know the interest rate on my bank of america cd account,7,0,interest_rate,banking
what is the interest rate on my bank of america cd account,7,0,interest_rate,banking
i have to find the interest rate for my checking account,7,0,interest_rate,banking
i must know the interest rate on my bank of america cd account,7,0,interest_rate,banking
i really need to find the interest rate for my checking account,7,0,interest_rate,banking
i need to find the interest rate for my checking account,7,0,interest_rate,banking
i wanna know the interest rate on my bank of america cd account,7,0,interest_rate,banking
what is the interest rate i am receiving from the start of the year,7,0,interest_rate,banking
what 's the interest rate i have from illinois national,7,0,interest_rate,banking
can you tell me what my interest rate from first federal is,7,0,interest_rate,banking
"x has given me an interest rate , what is it",7,0,interest_rate,banking
what 's my interest rate from january,7,0,interest_rate,banking
i need the interest rate on my capital one account,7,0,interest_rate,banking
could you help me find the interest on my chase account,7,0,interest_rate,banking
i need help finding the apr on my aspire loan,7,0,interest_rate,banking
"hi , can you tell me the interest on my ira",7,0,interest_rate,banking
can you help me find the interest rate for my sba account,7,0,interest_rate,banking
where do i go to view the interest rate on my brighton account,7,0,interest_rate,banking
what do i need to do to look up my 1st republic account 's interest rate,7,0,interest_rate,banking
tell me how to locate the interest rate for my jonah account,7,0,interest_rate,banking
what is the interest rate on my scotiabank account,7,0,interest_rate,banking
please tell me what i can expect my bank of america interest rate to be,7,0,interest_rate,banking
"if i'm using citibank , what is the interest rate",7,0,interest_rate,banking
what is the interest rate at chase,7,0,interest_rate,banking
what would the interest rate at wells fargo be,7,0,interest_rate,banking
i would like to know my chase interest rate,7,0,interest_rate,banking
what is my current interest rate,7,0,interest_rate,banking
what is my annual percentage rate,7,0,interest_rate,banking
do you know what the interest rate is on my account,7,0,interest_rate,banking
how percentage am i earning annually on my account,7,0,interest_rate,banking
what interest rate will i get from city national,7,0,interest_rate,banking
what interest rate will regions give me,7,0,interest_rate,banking
what is the best interest rate i can get from now on,7,0,interest_rate,banking
what is the interest rate i can get from the beginning of next year,7,0,interest_rate,banking
is there any info on my savings interest rate online,7,0,interest_rate,banking
is my savings interest rate too high,7,0,interest_rate,banking
i need to know my interest rate,7,0,interest_rate,banking
can i find out my checking interest rate online,7,0,interest_rate,banking
is my savings interest rate too low,7,0,interest_rate,banking
what is my interest rate for chase bank,7,0,interest_rate,banking
how are the interest rates at chase bank,7,0,interest_rate,banking
what is my credit card interest rate,7,0,interest_rate,banking
i want to know td banks interest rates,7,0,interest_rate,banking
how 's my interest rate,7,0,interest_rate,banking
does my checking interest rate seem low,7,0,interest_rate,banking
what 's the interest rate for my checking account,7,0,interest_rate,banking
what 's td bank 's interest rate,7,0,interest_rate,banking
can you tell me my current interest rate,7,0,interest_rate,banking
let me know what my interest rate is,7,0,interest_rate,banking
could you tell me my interest rate,7,0,interest_rate,banking
"what 's my current interest rate , if you could look",7,0,interest_rate,banking
what 's my interest rate,7,0,interest_rate,banking
what interest rate am i getting,7,0,interest_rate,banking
could you find my interest rate for me,7,0,interest_rate,banking
what interest rate am i getting from onewest bank,7,0,interest_rate,banking
what interest rate am i getting from citigroup,7,0,interest_rate,banking
what interest rate am i getting from chase,7,0,interest_rate,banking
will you tell me the interest rate,7,0,interest_rate,banking
can you tell me the interest rate,7,0,interest_rate,banking
will you tell me my interest rate,7,0,interest_rate,banking
would you tell me the interest rate,7,0,interest_rate,banking
how much is the interest rate for the account i have at bluebird,7,0,interest_rate,banking
how do i know what interest rate chase has,7,0,interest_rate,banking
